obs.index,orig.t,obs.t,orig.status,obs.clean.status,t.cen,orig.dura,obs.clean.duration,obs.dur.censor,State_rnk,Neighb,Host
1,82,82,1,1,0,NA,NA,0,1,"3,4,12,20",2
2,83,83,1,1,0,NA,NA,0,1,"3,4,12,20",2
3,106,106,1,1,0,NA,NA,0,1,"3,4,12,20",2
4,106,106,1,1,0,NA,NA,0,1,"3,4,12,20",2
5,120,120,1,1,0,NA,NA,0,1,"3,4,12,20",3
6,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",2
7,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",2
8,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",2
9,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",2
10,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
11,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
12,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
13,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",1
14,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",1
15,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",1
16,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",1
17,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",1
18,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",1
19,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",1
20,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",1
21,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
22,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
23,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
24,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
25,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
26,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
27,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
28,204,NA,0,0,204,NA,NA,0,1,"3,4,12,20",3
29,106,106,1,1,0,73,73,0,2,"10,14,18",2
30,106,106,1,1,0,73,73,0,2,"10,14,18",2
31,119,119,1,1,0,60,60,0,2,"10,14,18",1
32,135,135,1,1,0,68,68,0,2,"10,14,18",1
33,149,149,1,1,0,30,30,0,2,"10,14,18",2
34,152,152,1,1,0,30,30,0,2,"10,14,18",3
35,204,NA,0,0,204,NA,NA,0,2,"10,14,18",2
36,204,NA,0,0,204,NA,NA,0,2,"10,14,18",3
37,204,NA,0,0,204,NA,NA,0,2,"10,14,18",3
38,204,NA,0,0,204,NA,NA,0,2,"10,14,18",1
39,204,NA,0,0,204,NA,NA,0,2,"10,14,18",3
40,204,NA,0,0,204,NA,NA,0,2,"10,14,18",3
41,204,NA,0,0,204,NA,NA,0,2,"10,14,18",3
42,204,NA,0,0,204,NA,NA,0,2,"10,14,18",3
43,7,7,1,1,0,57,57,0,3,"1,4",2
44,30,30,1,1,0,45,45,0,3,"1,4",1
45,35,35,1,1,0,40,40,0,3,"1,4",2
46,35,35,1,1,0,38,38,0,3,"1,4",2
47,40,40,1,1,0,53,53,0,3,"1,4",1
48,42,42,1,1,0,33,33,0,3,"1,4",3
49,44,44,1,1,0,31,31,0,3,"1,4",1
50,44,44,1,1,0,31,31,0,3,"1,4",3
51,52,52,1,1,0,41,41,0,3,"1,4",1
52,58,58,1,1,0,36,36,0,3,"1,4",2
53,60,60,1,1,0,32,32,0,3,"1,4",2
54,66,66,1,1,0,27,27,0,3,"1,4",3
55,68,68,1,1,0,25,25,0,3,"1,4",2
56,87,87,1,1,0,NA,NA,0,3,"1,4",2
57,204,NA,0,0,204,NA,NA,0,3,"1,4",2
58,204,NA,0,0,204,NA,NA,0,3,"1,4",2
59,204,NA,0,0,204,NA,NA,0,3,"1,4",2
60,204,NA,0,0,204,NA,NA,0,3,"1,4",2
61,204,NA,0,0,204,NA,NA,0,3,"1,4",2
62,204,NA,0,0,204,NA,NA,0,3,"1,4",2
63,204,NA,0,0,204,NA,NA,0,3,"1,4",3
64,204,NA,0,0,204,NA,NA,0,3,"1,4",3
65,204,NA,0,0,204,NA,NA,0,3,"1,4",3
66,204,NA,0,0,204,NA,NA,0,3,"1,4",3
67,204,NA,0,0,204,NA,NA,0,3,"1,4",3
68,204,NA,0,0,204,NA,NA,0,3,"1,4",1
69,204,NA,0,0,204,NA,NA,0,3,"1,4",1
70,204,NA,0,0,204,NA,NA,0,3,"1,4",1
71,204,NA,0,0,204,NA,NA,0,3,"1,4",1
72,204,NA,0,0,204,NA,NA,0,3,"1,4",1
73,204,NA,0,0,204,NA,NA,0,3,"1,4",1
74,204,NA,0,0,204,NA,NA,0,3,"1,4",1
75,204,NA,0,0,204,NA,NA,0,3,"1,4",1
76,204,NA,0,0,204,NA,NA,0,3,"1,4",1
77,204,NA,0,0,204,NA,NA,0,3,"1,4",1
78,204,NA,0,0,204,NA,NA,0,3,"1,4",3
79,204,NA,0,0,204,NA,NA,0,3,"1,4",3
80,204,NA,0,0,204,NA,NA,0,3,"1,4",3
81,204,NA,0,0,204,NA,NA,0,3,"1,4",3
82,204,NA,0,0,204,NA,NA,0,3,"1,4",3
83,204,NA,0,0,204,NA,NA,0,3,"1,4",3
84,204,NA,0,0,204,NA,NA,0,3,"1,4",3
85,204,NA,0,0,204,NA,NA,0,3,"1,4",3
86,204,NA,0,0,204,NA,NA,0,3,"1,4",3
87,204,NA,0,0,204,NA,NA,0,3,"1,4",3
88,86,86,1,1,0,45,45,0,4,"1,3,13,19,20",1
89,98,98,1,1,0,33,33,0,4,"1,3,13,19,20",3
90,106,106,1,1,0,25,25,0,4,"1,3,13,19,20",1
91,120,120,1,1,0,NA,NA,0,4,"1,3,13,19,20",2
92,121,121,1,1,0,20,20,0,4,"1,3,13,19,20",3
93,133,133,1,1,0,NA,NA,0,4,"1,3,13,19,20",1
94,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",2
95,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",2
96,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",2
97,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",2
98,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",2
99,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",2
100,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",2
101,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",3
102,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",3
103,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",3
104,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",1
105,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",1
106,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",1
107,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",1
108,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",1
109,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",3
110,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",3
111,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",3
112,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",3
113,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",3
114,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",3
115,204,NA,0,0,204,NA,NA,0,4,"1,3,13,19,20",3
116,86,86,1,1,0,122,118,1,5,"6,7,23",2
117,92,92,1,1,0,116,112,1,5,"6,7,23",2
118,102,102,1,1,0,106,102,1,5,"6,7,23",2
119,162,162,1,1,0,46,42,1,5,"6,7,23",1
120,173,173,1,1,0,35,31,1,5,"6,7,23",1
121,204,NA,0,0,204,NA,NA,0,5,"6,7,23",2
122,204,NA,0,0,204,NA,NA,0,5,"6,7,23",2
123,204,NA,0,0,204,NA,NA,0,5,"6,7,23",2
124,204,NA,0,0,204,NA,NA,0,5,"6,7,23",3
125,204,NA,0,0,204,NA,NA,0,5,"6,7,23",3
126,204,NA,0,0,204,NA,NA,0,5,"6,7,23",3
127,204,NA,0,0,204,NA,NA,0,5,"6,7,23",1
